,Area.of.residence,variable,value
34734,E02000961,Area.of.workplace,E02000062
34735,E02000574,Area.of.workplace,E02000062
34736,E02000983,Area.of.workplace,E02000062
34737,E02003724,Area.of.workplace,E02000062
34738,E02000753,Area.of.workplace,E02000062
34739,E02000381,Area.of.workplace,E02000062
34740,E02000633,Area.of.workplace,E02000062
34741,E02003205,Area.of.workplace,E02000062
34742,E02005084,Area.of.workplace,E02000062
34743,E02000221,Area.of.workplace,E02000062
34744,E02003756,Area.of.workplace,E02000062
34745,E02002885,Area.of.workplace,E02000062
34746,E02004943,Area.of.workplace,E02000062
34747,E02000867,Area.of.workplace,E02000062
34748,E02000290,Area.of.workplace,E02000062
34749,E02000298,Area.of.workplace,E02000062
34750,E02006793,Area.of.workplace,E02000062
34751,E02000556,Area.of.workplace,E02000062
34752,E02003633,Area.of.workplace,E02000062
34753,E02003266,Area.of.workplace,E02000062
34754,E02003704,Area.of.workplace,E02000062
34755,E02000745,Area.of.workplace,E02000062
34756,E02000401,Area.of.workplace,E02000062
34757,E02000389,Area.of.workplace,E02000062
34758,E02000178,Area.of.workplace,E02000062
34759,E02000896,Area.of.workplace,E02000062
34760,E02000870,Area.of.workplace,E02000062
34761,E02000189,Area.of.workplace,E02000062
34762,E02000424,Area.of.workplace,E02000062
34763,E02000566,Area.of.workplace,E02000062
34764,E02000846,Area.of.workplace,E02000062
34765,E02000487,Area.of.workplace,E02000062
34766,E02000442,Area.of.workplace,E02000062
34767,E02000812,Area.of.workplace,E02000062
34768,E02000628,Area.of.workplace,E02000062
34769,E02000506,Area.of.workplace,E02000062
34770,E02003059,Area.of.workplace,E02000062
34771,E02000549,Area.of.workplace,E02000062
34772,E02000522,Area.of.workplace,E02000062
34773,E02000598,Area.of.workplace,E02000062
34774,E02000938,Area.of.workplace,E02000062
34775,E02004539,Area.of.workplace,E02000062
34776,E02000037,Area.of.workplace,E02000062
34777,E02004860,Area.of.workplace,E02000062
34778,E02001625,Area.of.workplace,E02000062
34779,E02003410,Area.of.workplace,E02000062
34780,E02003769,Area.of.workplace,E02000062
34781,E02003258,Area.of.workplace,E02000062
34782,E02005621,Area.of.workplace,E02000062
34783,E02005033,Area.of.workplace,E02000062
34784,E02000621,Area.of.workplace,E02000062
34785,E02000250,Area.of.workplace,E02000062
34786,E02004246,Area.of.workplace,E02000062
34787,E02004553,Area.of.workplace,E02000062
34788,E02003312,Area.of.workplace,E02000062
34789,E02000118,Area.of.workplace,E02000062
34790,E02006791,Area.of.workplace,E02000062
34791,E02000019,Area.of.workplace,E02000062
34792,E02000808,Area.of.workplace,E02000062
34793,E02000635,Area.of.workplace,E02000062
34794,E02006695,Area.of.workplace,E02000062
34795,E02000629,Area.of.workplace,E02000062
34796,E02000304,Area.of.workplace,E02000062
34797,E02004904,Area.of.workplace,E02000062
34798,E02003643,Area.of.workplace,E02000062
34799,E02006339,Area.of.workplace,E02000062
34800,E02000821,Area.of.workplace,E02000062
34801,E02004870,Area.of.workplace,E02000062
34802,E02003610,Area.of.workplace,E02000062
34803,E02004789,Area.of.workplace,E02000062
34804,E02000722,Area.of.workplace,E02000062
34805,E02006852,Area.of.workplace,E02000062
34806,E02006794,Area.of.workplace,E02000062
34807,E02004859,Area.of.workplace,E02000062
34808,E02000449,Area.of.workplace,E02000062
34809,E02000814,Area.of.workplace,E02000062
34810,E02000313,Area.of.workplace,E02000062
34811,E02004383,Area.of.workplace,E02000062
34812,E02000605,Area.of.workplace,E02000062
34813,E02000134,Area.of.workplace,E02000062
34814,E02000595,Area.of.workplace,E02000062
34815,E02000909,Area.of.workplace,E02000062
34816,E02000276,Area.of.workplace,E02000062
34817,E02000513,Area.of.workplace,E02000062
34818,E02001105,Area.of.workplace,E02000062
34819,E02004854,Area.of.workplace,E02000062
34820,E02000765,Area.of.workplace,E02000062
34821,E02003265,Area.of.workplace,E02000062
34822,E02000897,Area.of.workplace,E02000062
34823,E02004901,Area.of.workplace,E02000062
34824,E02006782,Area.of.workplace,E02000062
34825,E02000441,Area.of.workplace,E02000062
34826,E02004530,Area.of.workplace,E02000062
34827,E02000165,Area.of.workplace,E02000062
34828,E02000366,Area.of.workplace,E02000062
34829,E02000591,Area.of.workplace,E02000062
34830,E02000486,Area.of.workplace,E02000062
34831,E02003319,Area.of.workplace,E02000062
34832,E02000510,Area.of.workplace,E02000062
34833,E02000744,Area.of.workplace,E02000062
34834,E02000430,Area.of.workplace,E02000062
34835,E02000963,Area.of.workplace,E02000062
34836,E02004971,Area.of.workplace,E02000062
34837,E02000321,Area.of.workplace,E02000062
34838,E02002752,Area.of.workplace,E02000062
34839,E02000956,Area.of.workplace,E02000062
34840,E02004899,Area.of.workplace,E02000062
34841,E02005365,Area.of.workplace,E02000062
34842,E02005060,Area.of.workplace,E02000062
34843,E02004844,Area.of.workplace,E02000062
34844,E02000271,Area.of.workplace,E02000062
34845,E02004644,Area.of.workplace,E02000062
34846,E02003637,Area.of.workplace,E02000062
34847,E02000562,Area.of.workplace,E02000062
34848,E02000780,Area.of.workplace,E02000062
34849,E02000101,Area.of.workplace,E02000062
34850,E02000211,Area.of.workplace,E02000062
34851,E02004897,Area.of.workplace,E02000062
34852,E02003275,Area.of.workplace,E02000062
34853,E02005257,Area.of.workplace,E02000062
34854,E02000879,Area.of.workplace,E02000062
34855,E02000573,Area.of.workplace,E02000062
34856,E02000245,Area.of.workplace,E02000062
34857,E02000238,Area.of.workplace,E02000062
34858,E02000914,Area.of.workplace,E02000062
34859,E02004961,Area.of.workplace,E02000062
34860,E02000521,Area.of.workplace,E02000062
34861,E02000883,Area.of.workplace,E02000062
34862,E02000024,Area.of.workplace,E02000062
34863,E02004944,Area.of.workplace,E02000062
34864,E02003476,Area.of.workplace,E02000062
34865,E02000345,Area.of.workplace,E02000062
34866,E02000882,Area.of.workplace,E02000062
34867,E02003682,Area.of.workplace,E02000062
34868,E02000431,Area.of.workplace,E02000062
34869,E02000881,Area.of.workplace,E02000062
34870,E02000583,Area.of.workplace,E02000062
34871,E02000248,Area.of.workplace,E02000062
34872,E02000242,Area.of.workplace,E02000062
34873,E02006929,Area.of.workplace,E02000062
34874,E02004906,Area.of.workplace,E02000062
34875,E02000921,Area.of.workplace,E02000062
34876,E02001935,Area.of.workplace,E02000062
34877,E02000017,Area.of.workplace,E02000062
34878,E02000557,Area.of.workplace,E02000062
34879,E02006381,Area.of.workplace,E02000062
34880,E02004572,Area.of.workplace,E02000062
34881,E02000572,Area.of.workplace,E02000062
34882,E02000439,Area.of.workplace,E02000062
34883,E02004797,Area.of.workplace,E02000062
34884,E02004852,Area.of.workplace,E02000062
34885,E02004882,Area.of.workplace,E02000062
34886,E02004479,Area.of.workplace,E02000062
34887,E02000042,Area.of.workplace,E02000062
34888,E02000061,Area.of.workplace,E02000062
34889,E02000454,Area.of.workplace,E02000062
34890,E02000278,Area.of.workplace,E02000062
34891,W02000128,Area.of.workplace,E02000062
34892,E02005077,Area.of.workplace,E02000062
34893,E02000729,Area.of.workplace,E02000062
34894,E02003391,Area.of.workplace,E02000062
34895,E02000102,Area.of.workplace,E02000062
34896,E02003689,Area.of.workplace,E02000062
34897,E02000516,Area.of.workplace,E02000062
34898,E02004484,Area.of.workplace,E02000062
34899,E02004873,Area.of.workplace,E02000062
34900,E02000274,Area.of.workplace,E02000062
34901,E02000864,Area.of.workplace,E02000062
34902,E02000500,Area.of.workplace,E02000062
34903,E02000801,Area.of.workplace,E02000062
34904,E02000032,Area.of.workplace,E02000062
34905,E02000319,Area.of.workplace,E02000062
34906,E02000642,Area.of.workplace,E02000062
34907,E02003215,Area.of.workplace,E02000062
34908,E02002947,Area.of.workplace,E02000062
34909,E02000974,Area.of.workplace,E02000062
34910,E02003632,Area.of.workplace,E02000062
34911,E02006861,Area.of.workplace,E02000062
34912,E02004989,Area.of.workplace,E02000062
34913,E02000411,Area.of.workplace,E02000062
34914,E02005134,Area.of.workplace,E02000062
34915,E02000094,Area.of.workplace,E02000062
34916,E02000831,Area.of.workplace,E02000062
34917,E02003278,Area.of.workplace,E02000062
34918,E02006661,Area.of.workplace,E02000062
34919,E02002184,Area.of.workplace,E02000062
34920,E02000872,Area.of.workplace,E02000062
34921,E02000876,Area.of.workplace,E02000062
34922,E02000054,Area.of.workplace,E02000062
34923,E02000435,Area.of.workplace,E02000062
34924,E02005891,Area.of.workplace,E02000062
34925,E02000949,Area.of.workplace,E02000062
34926,E02005958,Area.of.workplace,E02000062
34927,E02000048,Area.of.workplace,E02000062
34928,E02000499,Area.of.workplace,E02000062
34929,E02000461,Area.of.workplace,E02000062
34930,E02006424,Area.of.workplace,E02000062
34931,E02000414,Area.of.workplace,E02000062
34932,E02000056,Area.of.workplace,E02000062
34933,E02000560,Area.of.workplace,E02000062
34934,E02006404,Area.of.workplace,E02000062
34935,E02000866,Area.of.workplace,E02000062
34936,E02000933,Area.of.workplace,E02000062
34937,E02000982,Area.of.workplace,E02000062
34938,E02000438,Area.of.workplace,E02000062
34939,E02000832,Area.of.workplace,E02000062
34940,E02000913,Area.of.workplace,E02000062
34941,E02004718,Area.of.workplace,E02000062
34942,E02000518,Area.of.workplace,E02000062
34943,E02000263,Area.of.workplace,E02000062
34944,E02004855,Area.of.workplace,E02000062
34945,E02000239,Area.of.workplace,E02000062
34946,E02004959,Area.of.workplace,E02000062
34947,E02000910,Area.of.workplace,E02000062
34948,E02000170,Area.of.workplace,E02000062
34949,E02000378,Area.of.workplace,E02000062
34950,E02004541,Area.of.workplace,E02000062
34951,E02004436,Area.of.workplace,E02000062
34952,E02000980,Area.of.workplace,E02000062
34953,E02003261,Area.of.workplace,E02000062
34954,E02001721,Area.of.workplace,E02000062
34955,E02000878,Area.of.workplace,E02000062
34956,E02000300,Area.of.workplace,E02000062
34957,E02000043,Area.of.workplace,E02000062
34958,E02000561,Area.of.workplace,E02000062
34959,E02000009,Area.of.workplace,E02000062
34960,E02004947,Area.of.workplace,E02000062
34961,E02006925,Area.of.workplace,E02000062
34962,E02004965,Area.of.workplace,E02000062
34963,E02000829,Area.of.workplace,E02000062
34964,E02000575,Area.of.workplace,E02000062
34965,E02000732,Area.of.workplace,E02000062
34966,E02000713,Area.of.workplace,E02000062
34967,E02004874,Area.of.workplace,E02000062
34968,E02000429,Area.of.workplace,E02000062
34969,E02006529,Area.of.workplace,E02000062
34970,E02000303,Area.of.workplace,E02000062
34971,E02000643,Area.of.workplace,E02000062
34972,E02000828,Area.of.workplace,E02000062
34973,E02000705,Area.of.workplace,E02000062
34974,E02003547,Area.of.workplace,E02000062
34975,E02003301,Area.of.workplace,E02000062
34976,E02000474,Area.of.workplace,E02000062
34977,E02004940,Area.of.workplace,E02000062
34978,E02000185,Area.of.workplace,E02000062
34979,E02005962,Area.of.workplace,E02000062
34980,E02000695,Area.of.workplace,E02000062
34981,E02003271,Area.of.workplace,E02000062
34982,E02000281,Area.of.workplace,E02000062
34983,E02000114,Area.of.workplace,E02000062
34984,E02000387,Area.of.workplace,E02000062
34985,E02000727,Area.of.workplace,E02000062
34986,E02001604,Area.of.workplace,E02000062
34987,E02000095,Area.of.workplace,E02000062
34988,E02000168,Area.of.workplace,E02000062
34989,E02000293,Area.of.workplace,E02000062
34990,E02000051,Area.of.workplace,E02000063
34991,E02000973,Area.of.workplace,E02000063
34992,E02000028,Area.of.workplace,E02000063
34993,E02000062,Area.of.workplace,E02000063
34994,E02000320,Area.of.workplace,E02000063
34995,E02004976,Area.of.workplace,E02000063
34996,E02000093,Area.of.workplace,E02000063
34997,E02000181,Area.of.workplace,E02000063
34998,E02000045,Area.of.workplace,E02000063
34999,E02000117,Area.of.workplace,E02000063
35000,E02004932,Area.of.workplace,E02000063
35001,E02000535,Area.of.workplace,E02000063
35002,E02000579,Area.of.workplace,E02000063
35003,E02000735,Area.of.workplace,E02000063
35004,E02000059,Area.of.workplace,E02000063
35005,E02000044,Area.of.workplace,E02000063
35006,E02000102,Area.of.workplace,E02000063
35007,E02000171,Area.of.workplace,E02000063
35008,E02000125,Area.of.workplace,E02000063
35009,E02000278,Area.of.workplace,E02000063
35010,E02000448,Area.of.workplace,E02000063
35011,E02000304,Area.of.workplace,E02000063
35012,E02000047,Area.of.workplace,E02000063
35013,E02000252,Area.of.workplace,E02000063
35014,E02004901,Area.of.workplace,E02000063
35015,E02000420,Area.of.workplace,E02000063
35016,E02000258,Area.of.workplace,E02000063
35017,E02004931,Area.of.workplace,E02000063
35018,E02000024,Area.of.workplace,E02000063
35019,E02000701,Area.of.workplace,E02000063
35020,E02004967,Area.of.workplace,E02000063
35021,E02004860,Area.of.workplace,E02000063
35022,E02006882,Area.of.workplace,E02000063
35023,E02003417,Area.of.workplace,E02000063
35024,E02003643,Area.of.workplace,E02000063
35025,E02000909,Area.of.workplace,E02000063
35026,E02000767,Area.of.workplace,E02000063
35027,E02000107,Area.of.workplace,E02000063
35028,E02000039,Area.of.workplace,E02000063
35029,E02000178,Area.of.workplace,E02000063
35030,E02000960,Area.of.workplace,E02000063
35031,E02000058,Area.of.workplace,E02000063
35032,E02000106,Area.of.workplace,E02000063
35033,E02000785,Area.of.workplace,E02000063
35034,E02000664,Area.of.workplace,E02000063
35035,E02000054,Area.of.workplace,E02000063
35036,E02000109,Area.of.workplace,E02000063
35037,E02004868,Area.of.workplace,E02000063
35038,E02000055,Area.of.workplace,E02000063
35039,E02000358,Area.of.workplace,E02000063
35040,E02000048,Area.of.workplace,E02000063
35041,E02004973,Area.of.workplace,E02000063
35042,E02004961,Area.of.workplace,E02000063
35043,E02000725,Area.of.workplace,E02000063
35044,E02000924,Area.of.workplace,E02000063
35045,E02006405,Area.of.workplace,E02000063
35046,E02000502,Area.of.workplace,E02000063
35047,E02004898,Area.of.workplace,E02000063
35048,E02000510,Area.of.workplace,E02000063
35049,E02000445,Area.of.workplace,E02000063
35050,E02003603,Area.of.workplace,E02000063
35051,E02000452,Area.of.workplace,E02000063
35052,E02000176,Area.of.workplace,E02000063
35053,E02000027,Area.of.workplace,E02000063
35054,E02000292,Area.of.workplace,E02000063
35055,W02000328,Area.of.workplace,E02000063
35056,E02006365,Area.of.workplace,E02000063
35057,E02000175,Area.of.workplace,E02000063
35058,E02000739,Area.of.workplace,E02000063
35059,E02003262,Area.of.workplace,E02000063
35060,E02000122,Area.of.workplace,E02000063
35061,E02000253,Area.of.workplace,E02000063
35062,E02000964,Area.of.workplace,E02000063
35063,E02000033,Area.of.workplace,E02000063
35064,E02000101,Area.of.workplace,E02000063
35065,E02004902,Area.of.workplace,E02000063
35066,E02004977,Area.of.workplace,E02000063
35067,E02000124,Area.of.workplace,E02000063
35068,E02004906,Area.of.workplace,E02000063
35069,E02000284,Area.of.workplace,E02000063
35070,E02003490,Area.of.workplace,E02000063
35071,E02000103,Area.of.workplace,E02000063
35072,E02000120,Area.of.workplace,E02000063
35073,E02000043,Area.of.workplace,E02000063
35074,E02000509,Area.of.workplace,E02000063
35075,E02000105,Area.of.workplace,E02000063
35076,E02000648,Area.of.workplace,E02000063
35077,E02000041,Area.of.workplace,E02000063
35078,E02004994,Area.of.workplace,E02000063
35079,E02003268,Area.of.workplace,E02000063
35080,E02003633,Area.of.workplace,E02000063
35081,E02000443,Area.of.workplace,E02000063
35082,E02000049,Area.of.workplace,E02000063
35083,E02003640,Area.of.workplace,E02000063
35084,E02000113,Area.of.workplace,E02000063
35085,E02000241,Area.of.workplace,E02000063
35086,E02000025,Area.of.workplace,E02000063
35087,E02000508,Area.of.workplace,E02000063
35088,E02000050,Area.of.workplace,E02000063
35089,E02000877,Area.of.workplace,E02000063
35090,E02000240,Area.of.workplace,E02000063
35091,E02000126,Area.of.workplace,E02000063
35092,E02000042,Area.of.workplace,E02000063
35093,E02000064,Area.of.workplace,E02000063
35094,E02000053,Area.of.workplace,E02000063
35095,E02000369,Area.of.workplace,E02000063
35096,E02000172,Area.of.workplace,E02000063
35097,E02000063,Area.of.workplace,E02000063
35098,E02000116,Area.of.workplace,E02000063
35099,E02000187,Area.of.workplace,E02000063
35100,E02000434,Area.of.workplace,E02000063
35101,E02003274,Area.of.workplace,E02000063
35102,E02000632,Area.of.workplace,E02000063
35103,E02000531,Area.of.workplace,E02000063
35104,E02000060,Area.of.workplace,E02000063
35105,E02000326,Area.of.workplace,E02000063
35106,E02000804,Area.of.workplace,E02000063
35107,E02000035,Area.of.workplace,E02000063
35108,E02000182,Area.of.workplace,E02000063
35109,E02000038,Area.of.workplace,E02000063
35110,E02003267,Area.of.workplace,E02000063
35111,E02000410,Area.of.workplace,E02000063
35112,E02000300,Area.of.workplace,E02000063
35113,E02000096,Area.of.workplace,E02000063
35114,E02000100,Area.of.workplace,E02000063
35115,E02000185,Area.of.workplace,E02000063
35116,E02004904,Area.of.workplace,E02000063
35117,E02000239,Area.of.workplace,E02000063
35118,E02000177,Area.of.workplace,E02000063
35119,E02000776,Area.of.workplace,E02000063
35120,E02000061,Area.of.workplace,E02000063
35121,E02000303,Area.of.workplace,E02000063
35122,E02000112,Area.of.workplace,E02000063
35123,E02000201,Area.of.workplace,E02000063
35124,E02000057,Area.of.workplace,E02000063
35125,E02001916,Area.of.workplace,E02000063
35126,E02000173,Area.of.workplace,E02000063
35127,E02000440,Area.of.workplace,E02000063
35128,E02000575,Area.of.workplace,E02000063
35129,E02000974,Area.of.workplace,E02000063
35130,E02004872,Area.of.workplace,E02000063
35131,E02003615,Area.of.workplace,E02000063
35132,E02003278,Area.of.workplace,E02000063
35133,E02004989,Area.of.workplace,E02000063
35134,E02000110,Area.of.workplace,E02000063
35135,E02000046,Area.of.workplace,E02000063
35136,E02000032,Area.of.workplace,E02000063
35137,E02000782,Area.of.workplace,E02000063
35138,E02000867,Area.of.workplace,E02000063
35139,E02000119,Area.of.workplace,E02000063
35140,E02000584,Area.of.workplace,E02000063
35141,E02000097,Area.of.workplace,E02000063
35142,E02003271,Area.of.workplace,E02000063
35143,E02000270,Area.of.workplace,E02000063
35144,E02000056,Area.of.workplace,E02000063
35145,E02000094,Area.of.workplace,E02000063
35146,E02000180,Area.of.workplace,E02000063
35147,E02000555,Area.of.workplace,E02000063
35148,E02000114,Area.of.workplace,E02000063
35149,E02000281,Area.of.workplace,E02000063
35150,E02005034,Area.of.workplace,E02000063
35151,E02000749,Area.of.workplace,E02000063
35152,E02000170,Area.of.workplace,E02000063
35153,E02000626,Area.of.workplace,E02000063
35154,E02000914,Area.of.workplace,E02000063
35155,E02003411,Area.of.workplace,E02000063
35156,E02000265,Area.of.workplace,E02000063
35157,E02000121,Area.of.workplace,E02000063
35158,E02000403,Area.of.workplace,E02000063
35159,E02000922,Area.of.workplace,E02000063
35160,E02000439,Area.of.workplace,E02000063
35161,E02000168,Area.of.workplace,E02000063
35162,E02000174,Area.of.workplace,E02000063
35163,E02000095,Area.of.workplace,E02000063
35164,E02000646,Area.of.workplace,E02000063
35165,E02000036,Area.of.workplace,E02000063
35166,E02000312,Area.of.workplace,E02000063
35167,E02000534,Area.of.workplace,E02000063
35168,E02000008,Area.of.workplace,E02000063
35169,E02000052,Area.of.workplace,E02000063
35170,E02000366,Area.of.workplace,E02000063
35171,E02000123,Area.of.workplace,E02000063
35172,E02000563,Area.of.workplace,E02000063
35173,E02000951,Area.of.workplace,E02000063
35174,E02000115,Area.of.workplace,E02000063
35175,E02000030,Area.of.workplace,E02000063
35176,E02000712,Area.of.workplace,E02000064
35177,E02006799,Area.of.workplace,E02000064
35178,E02000844,Area.of.workplace,E02000064
35179,E02004908,Area.of.workplace,E02000064
35180,E02000046,Area.of.workplace,E02000064
35181,E02000050,Area.of.workplace,E02000064
35182,E02000123,Area.of.workplace,E02000064
35183,E02000668,Area.of.workplace,E02000064
35184,E02000051,Area.of.workplace,E02000064
35185,E02000439,Area.of.workplace,E02000064
35186,E02000177,Area.of.workplace,E02000064
35187,E02000311,Area.of.workplace,E02000064
35188,E02000293,Area.of.workplace,E02000064
35189,E02000697,Area.of.workplace,E02000064
35190,E02000723,Area.of.workplace,E02000064
35191,E02000371,Area.of.workplace,E02000064
35192,E02000110,Area.of.workplace,E02000064
35193,E02004902,Area.of.workplace,E02000064
35194,E02000494,Area.of.workplace,E02000064
35195,E02000185,Area.of.workplace,E02000064
35196,E02000305,Area.of.workplace,E02000064
35197,E02004989,Area.of.workplace,E02000064
35198,E02000094,Area.of.workplace,E02000064
35199,E02000708,Area.of.workplace,E02000064
35200,E02000044,Area.of.workplace,E02000064
35201,E02000515,Area.of.workplace,E02000064
35202,E02000182,Area.of.workplace,E02000064
35203,E02000117,Area.of.workplace,E02000064
35204,E02000556,Area.of.workplace,E02000064
35205,E02004941,Area.of.workplace,E02000064
35206,E02000407,Area.of.workplace,E02000064
35207,E02000260,Area.of.workplace,E02000064
35208,E02000955,Area.of.workplace,E02000064
35209,E02000969,Area.of.workplace,E02000064
35210,E02000045,Area.of.workplace,E02000064
35211,E02000457,Area.of.workplace,E02000064
35212,E02000449,Area.of.workplace,E02000064
35213,E02000727,Area.of.workplace,E02000064
35214,E02000116,Area.of.workplace,E02000064
35215,E02004957,Area.of.workplace,E02000064
35216,E02000667,Area.of.workplace,E02000064
35217,E02000366,Area.of.workplace,E02000064
35218,E02004971,Area.of.workplace,E02000064
35219,E02000926,Area.of.workplace,E02000064
35220,E02000870,Area.of.workplace,E02000064
35221,E02004534,Area.of.workplace,E02000064
35222,E02000960,Area.of.workplace,E02000064
35223,E02000857,Area.of.workplace,E02000064
35224,E02000108,Area.of.workplace,E02000064
35225,E02000916,Area.of.workplace,E02000064
35226,E02000700,Area.of.workplace,E02000064
35227,E02000296,Area.of.workplace,E02000064
35228,E02000690,Area.of.workplace,E02000064
35229,E02000891,Area.of.workplace,E02000064
35230,E02004883,Area.of.workplace,E02000064
35231,E02004901,Area.of.workplace,E02000064
35232,E02000268,Area.of.workplace,E02000064
35233,E02000842,Area.of.workplace,E02000064
35234,E02000400,Area.of.workplace,E02000064
35235,E02000674,Area.of.workplace,E02000064
35236,E02000442,Area.of.workplace,E02000064
35237,E02000048,Area.of.workplace,E02000064
35238,E02000412,Area.of.workplace,E02000064
35239,E02000109,Area.of.workplace,E02000064
35240,E02000455,Area.of.workplace,E02000064
35241,E02000401,Area.of.workplace,E02000064
35242,E02000113,Area.of.workplace,E02000064
35243,E02000671,Area.of.workplace,E02000064
35244,E02000125,Area.of.workplace,E02000064
35245,E02000286,Area.of.workplace,E02000064
35246,E02000434,Area.of.workplace,E02000064
35247,E02000563,Area.of.workplace,E02000064
35248,E02000244,Area.of.workplace,E02000064
35249,E02000043,Area.of.workplace,E02000064
35250,E02000898,Area.of.workplace,E02000064
35251,E02000558,Area.of.workplace,E02000064
35252,E02000963,Area.of.workplace,E02000064
35253,E02000024,Area.of.workplace,E02000064
35254,E02000167,Area.of.workplace,E02000064
35255,E02000295,Area.of.workplace,E02000064
35256,E02004933,Area.of.workplace,E02000064
35257,E02000790,Area.of.workplace,E02000064
35258,E02000962,Area.of.workplace,E02000064
35259,E02000114,Area.of.workplace,E02000064
35260,E02000577,Area.of.workplace,E02000064
35261,E02000121,Area.of.workplace,E02000064
35262,E02000061,Area.of.workplace,E02000064
35263,E02000413,Area.of.workplace,E02000064
35264,E02006882,Area.of.workplace,E02000064
35265,E02000111,Area.of.workplace,E02000064
35266,E02000130,Area.of.workplace,E02000064
35267,E02000067,Area.of.workplace,E02000064
35268,E02000559,Area.of.workplace,E02000064
35269,E02000405,Area.of.workplace,E02000064
35270,E02000419,Area.of.workplace,E02000064
35271,E02000063,Area.of.workplace,E02000064
35272,E02000034,Area.of.workplace,E02000064
35273,E02000099,Area.of.workplace,E02000064
35274,E02000265,Area.of.workplace,E02000064
35275,E02003426,Area.of.workplace,E02000064
35276,E02000374,Area.of.workplace,E02000064
35277,E02000184,Area.of.workplace,E02000064
35278,E02000592,Area.of.workplace,E02000064
35279,E02000169,Area.of.workplace,E02000064
35280,E02000422,Area.of.workplace,E02000064
35281,E02004504,Area.of.workplace,E02000064
35282,E02000927,Area.of.workplace,E02000064
35283,E02004990,Area.of.workplace,E02000064
35284,E02000042,Area.of.workplace,E02000064
35285,E02000564,Area.of.workplace,E02000064
35286,E02004421,Area.of.workplace,E02000064
35287,E02005409,Area.of.workplace,E02000064
35288,E02000587,Area.of.workplace,E02000064
35289,E02005394,Area.of.workplace,E02000064
35290,E02000435,Area.of.workplace,E02000064
35291,E02000106,Area.of.workplace,E02000064
35292,E02000396,Area.of.workplace,E02000064
35293,E02000098,Area.of.workplace,E02000064
35294,E02000380,Area.of.workplace,E02000064
35295,E02000105,Area.of.workplace,E02000064
35296,E02000292,Area.of.workplace,E02000064
35297,E02000057,Area.of.workplace,E02000064
35298,E02004981,Area.of.workplace,E02000064
35299,E02004942,Area.of.workplace,E02000064
35300,E02000309,Area.of.workplace,E02000064
35301,E02000370,Area.of.workplace,E02000064
35302,E02003607,Area.of.workplace,E02000064
35303,E02000964,Area.of.workplace,E02000064
35304,E02000028,Area.of.workplace,E02000064
35305,E02001393,Area.of.workplace,E02000064
35306,E02000604,Area.of.workplace,E02000064
35307,E02000738,Area.of.workplace,E02000064
35308,E02000037,Area.of.workplace,E02000064
35309,E02000403,Area.of.workplace,E02000064
35310,E02000107,Area.of.workplace,E02000064
35311,E02000175,Area.of.workplace,E02000064
35312,E02000103,Area.of.workplace,E02000064
35313,E02000910,Area.of.workplace,E02000064
35314,E02000968,Area.of.workplace,E02000064
35315,E02000557,Area.of.workplace,E02000064
35316,E02006355,Area.of.workplace,E02000064
35317,E02004869,Area.of.workplace,E02000064
35318,E02000252,Area.of.workplace,E02000064
35319,E02004930,Area.of.workplace,E02000064
35320,E02000448,Area.of.workplace,E02000064
35321,E02000830,Area.of.workplace,E02000064
35322,E02000460,Area.of.workplace,E02000064
35323,E02004940,Area.of.workplace,E02000064
35324,E02000764,Area.of.workplace,E02000064
35325,E02000389,Area.of.workplace,E02000064
35326,E02000059,Area.of.workplace,E02000064
35327,E02000112,Area.of.workplace,E02000064
35328,E02000041,Area.of.workplace,E02000064
35329,E02000549,Area.of.workplace,E02000064
35330,E02000054,Area.of.workplace,E02000064
35331,E02005391,Area.of.workplace,E02000064
35332,E02000249,Area.of.workplace,E02000064
35333,E02004906,Area.of.workplace,E02000064
35334,E02000039,Area.of.workplace,E02000064
35335,E02000917,Area.of.workplace,E02000064
35336,E02000119,Area.of.workplace,E02000064
35337,E02000248,Area.of.workplace,E02000064
35338,E02000038,Area.of.workplace,E02000064
35339,E02000047,Area.of.workplace,E02000064
35340,E02000319,Area.of.workplace,E02000064
35341,E02000124,Area.of.workplace,E02000064
35342,E02000049,Area.of.workplace,E02000064
35343,E02000062,Area.of.workplace,E02000064
35344,E02000368,Area.of.workplace,E02000064
35345,E02000970,Area.of.workplace,E02000064
35346,E02000956,Area.of.workplace,E02000064
35347,E02000242,Area.of.workplace,E02000064
35348,E02000064,Area.of.workplace,E02000064
35349,E02004140,Area.of.workplace,E02000064
35350,E02003683,Area.of.workplace,E02000064
35351,E02000384,Area.of.workplace,E02000064
35352,E02004937,Area.of.workplace,E02000064
35353,E02000417,Area.of.workplace,E02000064
35354,E02000055,Area.of.workplace,E02000064
35355,E02000555,Area.of.workplace,E02000064
35356,E02000122,Area.of.workplace,E02000064
35357,E02000302,Area.of.workplace,E02000064
35358,E02004972,Area.of.workplace,E02000064
35359,E02003676,Area.of.workplace,E02000064
35360,E02000461,Area.of.workplace,E02000064
35361,E02000178,Area.of.workplace,E02000064
35362,E02000411,Area.of.workplace,E02000064
35363,E02000053,Area.of.workplace,E02000064
35364,E02000172,Area.of.workplace,E02000064
35365,E02000346,Area.of.workplace,E02000064
35366,E02000102,Area.of.workplace,E02000064
35367,E02000056,Area.of.workplace,E02000064
35368,E02000126,Area.of.workplace,E02000064
