,MSOA code,Net annual income (£),Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Pop_Per_Hectare,percent_at_or_above_qual_level_4
5805,E02005972,43100.0,2.5,1.6,41.3
5806,E02005973,38900.0,3.2,16.6,40.2
5807,E02005974,43900.0,2.5,28.1,48.1
5808,E02005975,47900.0,2.1,1.7,44.5
5809,E02005976,44700.0,2.5,1.0,48.1
5810,E02005977,41300.0,2.3,2.2,39.3
5811,E02005978,51400.0,1.9,2.5,45.9
5812,E02005979,43600.0,2.2,5.3,41.0
5813,E02005980,36600.0,2.0,2.8,33.3
5814,E02005981,52600.0,2.0,54.1,38.6
5815,E02005982,50200.0,2.3,43.2,37.9
5816,E02005983,40800.0,3.4,32.7,40.4
5817,E02005984,51600.0,2.1,0.7,44.3
5818,E02005985,36600.0,3.1,31.5,26.5
5819,E02005986,40500.0,3.1,2.7,34.0
5820,E02005987,43400.0,2.5,2.4,31.7
5821,E02005988,44900.0,2.7,7.7,28.3
5822,E02005991,38900.0,2.7,26.5,33.4
5823,E02005992,42300.0,2.6,1.3,42.1
5824,E02006886,46600.0,2.2,0.7,42.5
5825,E02005993,40300.0,2.1,7.1,30.9
5826,E02005994,43300.0,1.6,0.5,38.1
5827,E02005995,41800.0,2.1,0.5,40.1
5828,E02005996,45500.0,1.8,1.2,41.9
5829,E02005997,46400.0,2.3,1.6,40.1
5830,E02005998,46300.0,1.7,2.5,39.8
5831,E02005999,39300.0,2.0,1.1,30.7
5832,E02006000,41300.0,2.4,34.7,34.5
5833,E02006001,40400.0,2.5,24.3,25.3
5834,E02006002,38100.0,3.4,32.9,26.4
5835,E02006003,37200.0,2.2,1.2,31.5
5836,E02006004,41300.0,2.2,0.5,37.7
5837,E02006005,45000.0,2.4,43.1,26.4
5838,E02006006,35700.0,2.3,28.0,19.4
5839,E02006007,38900.0,2.2,1.0,35.6
5840,E02006317,40400.0,3.2,36.2,34.6
5841,E02006318,48600.0,2.6,21.9,52.1
5842,E02006319,35300.0,3.2,55.1,26.6
5843,E02006320,43100.0,4.0,14.9,27.2
5844,E02006321,56700.0,1.9,34.5,53.5
5845,E02006322,44000.0,2.7,30.7,49.1
5846,E02006323,41500.0,2.7,38.9,44.4
5847,E02006324,43700.0,2.9,36.7,36.9
5848,E02006325,49700.0,2.1,20.4,50.5
5849,E02006326,42800.0,2.6,33.3,45.8
5850,E02006327,44600.0,2.2,31.6,49.9
5851,E02006328,46500.0,3.0,21.3,46.9
5852,E02006329,48600.0,2.8,8.0,49.4
5853,E02006330,38000.0,2.8,10.4,33.7
5854,E02006331,42700.0,2.4,15.1,48.1
5855,E02006332,47600.0,2.1,6.7,50.6
5856,E02006333,37800.0,2.7,6.7,39.5
5857,E02006334,43500.0,2.1,6.0,53.0
5858,E02006335,45000.0,2.5,42.9,32.2
5859,E02006336,41200.0,3.9,52.3,23.2
5860,E02006337,46500.0,2.3,46.5,30.9
5861,E02006338,46300.0,2.8,48.7,30.4
5862,E02006339,48100.0,3.1,21.6,34.9
5863,E02006341,40400.0,3.2,42.6,37.6
5864,E02006342,35900.0,2.4,46.8,44.7
5865,E02006343,43000.0,2.1,8.3,42.1
5866,E02006837,48200.0,2.4,14.3,42.7
5867,E02006344,43500.0,1.9,1.8,39.0
5868,E02006345,40700.0,2.2,1.9,33.2
5869,E02006346,49800.0,1.9,3.4,47.1
5870,E02006347,44500.0,2.5,14.4,32.5
5871,E02006348,43700.0,2.8,4.9,34.7
5872,E02006349,40800.0,2.8,73.2,38.8
5873,E02006350,38200.0,3.8,23.2,23.6
5874,E02006351,42000.0,3.1,30.5,41.8
5875,E02006352,44000.0,2.9,64.2,31.2
5876,E02006353,40600.0,3.3,31.1,23.4
5877,E02006354,44800.0,2.0,18.0,55.3
5878,E02006355,31400.0,3.3,36.8,25.8
5879,E02006356,48900.0,3.6,44.3,53.4
5880,E02006357,43400.0,3.1,10.8,28.1
5881,E02006358,38800.0,2.0,40.3,39.8
5882,E02006359,47600.0,2.6,7.5,62.2
5883,E02006360,39100.0,2.6,1.6,43.3
5884,E02006361,40000.0,2.4,1.3,43.6
5885,E02006362,42200.0,2.0,12.0,42.9
5886,E02006363,44700.0,2.1,12.4,44.3
5887,E02006364,38300.0,3.5,12.0,31.0
5888,E02006365,43100.0,2.0,8.6,43.2
5889,E02006366,49700.0,2.1,8.2,38.5
5890,E02006367,44300.0,2.8,13.3,41.4
5891,E02006368,46700.0,2.3,8.2,38.8
5892,E02006369,38200.0,2.1,2.0,33.2
5893,E02006370,44700.0,2.2,4.6,44.1
5894,E02006371,41400.0,3.2,18.4,43.4
5895,E02006372,37400.0,3.8,4.9,27.0
5896,E02006373,41400.0,2.1,0.8,38.3
5897,E02006374,36000.0,2.3,1.3,29.3
5898,E02006375,40500.0,2.5,22.6,35.0
5899,E02006376,36600.0,2.6,20.1,29.9
5900,E02006377,46200.0,2.5,26.0,33.6
5901,E02006378,45900.0,2.7,5.0,33.3
5902,E02006379,36500.0,4.8,45.9,21.6
5903,E02006380,43200.0,2.3,5.1,38.4
5904,E02006381,40000.0,2.1,5.2,34.3
5905,E02006382,39100.0,4.1,28.2,25.1
5906,E02006383,41100.0,1.8,5.6,49.2
5907,E02006384,42200.0,4.3,53.0,38.3
5908,E02006385,49400.0,3.0,29.4,42.4
5909,E02006386,41000.0,2.1,26.3,49.6
5910,E02006387,43200.0,3.2,30.0,33.6
5911,E02006388,41600.0,3.0,13.8,32.2
5912,E02006389,38000.0,3.3,3.2,26.2
5913,E02006390,40600.0,3.1,28.2,22.8
5914,E02006391,46400.0,2.4,13.4,29.6
5915,E02006392,35100.0,2.8,37.0,25.6
5916,E02006393,44800.0,2.4,25.0,33.1
5917,E02006394,40400.0,1.8,13.9,28.6
5918,E02006395,39700.0,3.6,23.0,26.0
5919,E02006396,37900.0,3.0,5.7,26.7
5920,E02006397,47700.0,2.0,4.4,45.0
5921,E02006398,39800.0,3.3,28.4,28.0
5922,E02006399,41500.0,3.0,18.1,28.4
5923,E02006400,39300.0,2.2,3.2,36.1
5924,E02006401,37200.0,3.0,31.4,25.9
5925,E02006402,42000.0,2.8,18.5,29.1
5926,E02006403,34900.0,4.4,11.3,17.0
5927,E02006404,36800.0,4.4,36.7,19.0
5928,E02006405,42500.0,3.0,43.4,26.4
5929,E02006406,44100.0,3.4,15.8,38.1
5930,E02006407,37900.0,3.0,40.2,21.9
5931,E02006408,38900.0,3.5,41.7,21.3
5932,E02006409,35700.0,3.9,39.5,21.5
5933,E02006410,36900.0,4.1,47.6,21.6
5934,E02006411,45600.0,2.1,40.8,31.1
5935,E02006412,42500.0,2.5,20.2,35.1
5936,E02006413,37500.0,2.8,17.0,27.2
5937,E02006414,37800.0,3.2,8.7,24.6
5938,E02006415,37000.0,2.3,12.1,30.7
5939,E02006416,42000.0,2.2,2.5,38.1
5940,E02006417,41400.0,2.6,7.0,32.0
5941,E02006418,49900.0,2.2,16.1,37.4
5942,E02006419,39900.0,4.9,18.0,26.5
5943,E02006420,44600.0,2.4,21.4,44.5
5944,E02006421,40700.0,2.0,4.8,33.5
5945,E02006422,49800.0,2.1,35.4,39.5
5946,E02006423,39500.0,3.8,27.0,31.9
5947,E02006424,50500.0,2.0,23.1,38.1
5948,E02006425,42500.0,3.4,30.5,32.8
5949,E02006426,48200.0,2.4,23.8,32.2
5950,E02006427,41600.0,2.5,7.3,28.4
5951,E02006429,42600.0,2.9,15.6,33.3
5952,E02006430,42900.0,3.4,45.8,28.1
5953,E02006431,38600.0,3.2,6.7,37.6
5954,E02006432,38600.0,2.3,9.5,31.9
5955,E02006433,43600.0,2.0,2.6,43.2
5956,E02006434,42200.0,3.0,7.6,32.1
5957,E02006435,39900.0,2.9,1.7,35.5
5958,E02006436,36700.0,2.6,3.4,28.4
5959,E02006437,39400.0,2.0,1.9,33.2
5960,E02006438,37200.0,2.8,2.0,29.5
5961,E02006790,36800.0,3.0,2.5,25.8
5962,E02006439,42600.0,2.4,13.4,31.8
5963,E02006440,45000.0,2.9,16.3,36.0
5964,E02006441,38400.0,2.7,8.9,37.7
5965,E02006442,48600.0,2.4,5.9,53.5
5966,E02006443,38200.0,3.4,30.2,28.1
5967,E02006444,47100.0,2.8,29.8,42.3
5968,E02006445,43800.0,2.1,22.5,48.4
5969,E02006446,42800.0,2.3,2.2,46.5
5970,E02006447,48800.0,2.8,11.7,42.6
5971,E02006448,48500.0,2.4,19.8,46.7
5972,E02006449,40600.0,2.5,2.8,35.5
5973,E02006450,48300.0,1.6,0.9,41.7
5974,E02006451,41800.0,2.0,6.3,34.0
5975,E02006453,37100.0,1.7,0.9,36.8
5976,E02006454,45300.0,2.5,6.8,46.0
5977,E02006455,40200.0,3.1,9.5,37.6
5978,E02006839,47400.0,1.9,2.2,43.2
5979,E02006456,40900.0,2.9,26.9,27.3
5980,E02006457,42200.0,2.3,16.8,48.1
5981,E02006458,42700.0,2.3,8.6,47.6
5982,E02006459,37000.0,5.6,61.8,24.3
5983,E02006460,37700.0,3.7,54.1,29.3
5984,E02006461,46300.0,2.9,8.8,48.7
5985,E02006462,44600.0,3.1,21.4,34.4
5986,E02006463,49600.0,3.3,56.7,48.2
5987,E02006464,44700.0,3.1,23.0,34.1
5988,E02006465,56100.0,2.4,24.4,49.9
5989,E02006466,41700.0,3.9,22.6,29.2
5990,E02006467,49600.0,2.1,3.8,44.4
5991,E02006534,32700.0,3.2,13.5,18.5
5992,E02006535,36300.0,1.8,12.4,31.3
5993,E02006536,36300.0,2.5,6.9,21.6
5994,E02006537,30800.0,4.5,35.8,19.7
5995,E02006538,38000.0,3.4,45.5,35.2
5996,E02006539,32000.0,3.8,8.7,14.8
5997,E02006540,30100.0,3.3,14.8,15.6
5998,E02006541,30000.0,3.8,46.2,17.7
5999,E02006542,35800.0,2.3,0.8,35.3
6000,E02006543,34400.0,2.9,1.2,26.9
6001,E02006544,35200.0,2.6,4.3,29.9
6002,E02006545,32500.0,4.3,20.7,14.2
6003,E02006546,33300.0,2.9,16.2,24.0
6004,E02006547,33800.0,3.5,3.9,23.3
6005,E02006548,30500.0,3.2,45.8,21.3
6006,E02006549,36500.0,2.5,10.4,29.6
6007,E02006550,30600.0,3.5,40.5,19.2
6008,E02006551,29800.0,2.1,28.1,27.9
6009,E02006552,27800.0,5.3,34.1,20.8
6010,E02006553,31200.0,3.4,12.7,16.7
6011,E02006554,31800.0,2.9,11.9,23.5
6012,E02006555,29300.0,4.5,54.4,14.9
6013,E02006556,34700.0,2.2,27.7,26.6
6014,E02006557,29600.0,5.6,58.2,17.2
6015,E02006558,25200.0,4.1,67.2,20.2
6016,E02006559,34900.0,2.3,27.7,28.2
6017,E02006560,27800.0,2.7,8.7,16.9
6018,E02006561,38200.0,2.3,1.0,38.2
6019,E02006562,43100.0,2.4,0.8,36.1
6020,E02006563,41100.0,2.1,0.5,38.9
6021,E02006564,35900.0,3.1,2.5,29.7
6022,E02006565,32200.0,2.2,0.5,32.4
6023,E02006566,38500.0,2.7,0.7,40.1
6024,E02006567,38800.0,2.4,0.9,35.4
6025,E02006568,32400.0,3.5,36.1,27.7
6026,E02006569,35000.0,2.4,3.2,36.5
6027,E02006570,31700.0,3.1,38.8,35.6
6028,E02006571,39900.0,2.5,5.1,39.4
6029,E02006572,36700.0,3.3,3.0,29.3
6030,E02006573,31800.0,3.0,2.5,29.4
6031,E02006574,30300.0,3.2,11.1,18.1
6032,E02006575,35400.0,5.5,7.4,17.7
6033,E02006576,42400.0,2.9,12.4,30.1
6034,E02006577,32400.0,4.7,42.9,17.6
6035,E02006578,36800.0,4.6,21.0,23.7
6036,E02006579,39000.0,3.8,34.3,25.5
6037,E02006580,35300.0,4.1,39.3,19.6
6038,E02006581,33400.0,4.9,48.4,23.7
6039,E02006582,55200.0,2.4,40.5,35.2
6040,E02006583,38800.0,3.1,29.4,24.2
6041,E02006584,39500.0,5.8,59.0,14.1
6042,E02006585,35900.0,4.2,25.0,15.5
6043,E02006586,37800.0,6.4,66.4,14.9
6044,E02006587,34200.0,6.4,48.7,16.3
6045,E02006588,37800.0,3.4,1.7,28.9
6046,E02006589,46000.0,2.0,13.8,34.4
6047,E02006590,39100.0,3.3,4.1,33.1
6048,E02006591,39800.0,3.3,44.8,33.0
6049,E02006592,43000.0,2.2,1.3,34.5
6050,E02006593,35900.0,3.8,39.1,31.0
6051,E02006594,40500.0,3.1,26.4,29.3
6052,E02006595,46500.0,1.8,1.8,39.7
6053,E02006596,40000.0,2.5,24.1,28.5
6054,E02006597,38800.0,2.9,1.7,31.1
6055,E02006598,37800.0,2.6,1.1,31.6
6056,E02006599,43100.0,1.9,1.8,37.8
6057,E02006600,33600.0,3.0,2.0,29.6
6058,E02006601,33900.0,2.9,1.8,30.9
6059,E02006602,38200.0,2.3,1.5,33.2
6060,E02006603,36000.0,2.2,2.9,35.3
6061,E02006604,34300.0,3.4,41.9,27.8
6062,E02006605,46400.0,2.5,2.8,28.3
6063,E02006606,43600.0,2.4,10.8,31.7
6064,E02006607,41000.0,1.8,5.1,33.2
6065,E02006608,40600.0,2.0,5.7,30.1
6066,E02006609,41000.0,2.0,1.0,38.0
6067,E02006610,37400.0,1.9,1.0,37.6
6068,E02006611,41500.0,2.1,21.6,43.6
6069,E02006612,40600.0,2.3,37.5,42.0
6070,E02006613,39100.0,3.3,47.4,28.0
6071,E02006614,44600.0,2.4,4.8,40.3
6072,E02006615,43100.0,2.2,47.1,26.9
6073,E02006616,42200.0,2.4,33.0,26.7
6074,E02006617,35400.0,3.1,39.8,24.4
6075,E02006618,44800.0,2.1,21.4,31.8
6076,E02006619,39500.0,2.6,1.2,36.7
6077,E02006620,40100.0,2.0,8.2,38.3
6078,E02006621,37000.0,2.2,14.1,27.8
6079,E02006622,34300.0,2.6,47.9,24.1
6080,E02006623,33000.0,3.6,56.7,17.6
6081,E02006624,42200.0,2.0,12.6,32.4
6082,E02006625,36800.0,3.0,49.2,22.9
6083,E02006626,37100.0,4.7,21.6,16.1
6084,E02006627,36400.0,3.1,46.0,22.5
6085,E02006628,34700.0,4.5,83.9,27.1
6086,E02006629,32100.0,4.1,43.0,22.9
6087,E02006630,27500.0,4.4,81.0,29.9
6088,E02006631,32200.0,5.2,69.1,29.9
6089,E02006632,33900.0,2.5,53.1,33.4
6090,E02006633,34200.0,2.5,25.5,28.5
6091,E02002985,33700.0,3.8,11.6,24.1
6092,E02002986,29100.0,3.4,30.9,21.0
6093,E02002987,35100.0,2.9,11.6,32.6
6094,E02002988,37200.0,2.8,32.3,42.8
6095,E02002989,35700.0,2.4,29.1,37.8
6096,E02002990,43100.0,3.7,70.8,50.1
6097,E02002991,34600.0,3.0,29.7,52.1
6098,E02002992,36700.0,2.3,32.3,45.7
6099,E02002993,33800.0,2.4,50.8,43.6
6100,E02002994,38800.0,2.3,1.3,46.5
6101,E02002995,31300.0,6.3,38.3,15.4
6102,E02002996,32100.0,1.5,20.9,39.5
6103,E02002997,32000.0,1.8,84.5,25.0
6104,E02002998,30900.0,2.1,62.5,26.2
6105,E02002999,33200.0,3.4,41.6,20.9
6106,E02003000,37100.0,2.1,2.1,34.9
6107,E02003001,36700.0,2.2,27.1,50.7
6108,E02003002,34300.0,3.6,21.0,37.5
6109,E02003003,34600.0,3.1,46.2,29.0
6110,E02003004,35900.0,1.8,1.9,26.3
6111,E02003005,43500.0,1.9,0.9,40.2
6112,E02003006,33900.0,2.6,2.4,27.3
6113,E02003007,36200.0,2.9,6.1,24.0
6114,E02003008,35400.0,4.5,10.0,20.4
6115,E02003009,38200.0,2.6,19.9,21.6
6116,E02003010,35800.0,2.6,28.4,15.8
6117,E02003011,33600.0,2.1,26.9,17.7
6118,E02003172,27700.0,4.3,24.7,14.4
6119,E02003173,27500.0,3.8,27.9,14.0
6120,E02003174,29900.0,2.7,36.3,20.4
6121,E02003175,29500.0,2.8,29.2,23.0
6122,E02003176,28200.0,5.5,34.4,11.6
6123,E02003177,33800.0,2.8,56.8,25.8
6124,E02003178,28500.0,3.6,42.3,16.6
6125,E02003179,27400.0,4.6,24.8,18.8
6126,E02003180,29200.0,3.4,80.6,21.2
6127,E02003181,31700.0,3.3,49.2,31.1
6128,E02003182,36100.0,2.2,20.6,33.9
6129,E02003183,33500.0,2.6,24.3,33.3
6130,E02003184,33600.0,3.2,67.4,28.0
6131,E02003185,32000.0,4.1,52.0,27.1
6132,E02003186,31800.0,4.5,56.8,25.1
6133,E02003187,30800.0,4.4,61.1,29.0
6134,E02003188,25700.0,4.0,67.0,31.3
6135,E02003189,28300.0,3.6,60.4,32.1
6136,E02003190,26100.0,6.0,107.5,26.3
6137,E02003191,30800.0,3.1,20.4,33.8
6138,E02003192,28100.0,4.6,69.3,30.4
6139,E02006883,28200.0,4.2,67.0,32.4
6140,E02006885,29800.0,3.7,48.4,39.0
6141,E02003012,30400.0,5.0,33.0,22.7
6142,E02003013,28900.0,5.5,43.5,19.2
6143,E02003014,27400.0,7.2,7.7,11.1
6144,E02003015,34200.0,4.5,43.8,31.7
6145,E02003016,30500.0,4.7,76.7,30.0
6146,E02003017,32900.0,2.2,44.3,50.3
6147,E02003018,31900.0,4.3,21.5,27.7
6148,E02003019,31700.0,4.0,13.3,16.9
6149,E02003020,42200.0,1.9,26.0,54.2
6150,E02003021,38500.0,3.3,70.1,43.4
6151,E02003022,45700.0,1.5,46.3,58.8
6152,E02003023,29400.0,3.0,26.1,29.8
6153,E02003024,30200.0,3.7,55.5,22.6
6154,E02003025,29500.0,5.3,23.7,21.3
6155,E02003026,36600.0,1.7,20.8,46.6
6156,E02003027,47600.0,2.6,84.0,55.9
6157,E02003028,45000.0,2.4,67.8,60.9
6158,E02003029,30700.0,4.8,63.1,17.6
6159,E02003030,33200.0,5.6,45.3,31.6
6160,E02003031,45500.0,3.0,87.6,59.2
6161,E02003032,31200.0,3.8,48.1,24.0
6162,E02003033,43300.0,2.2,118.3,51.3
6163,E02003034,35100.0,8.1,105.8,45.8
6164,E02003036,37300.0,3.5,127.5,49.8
6165,E02003037,42400.0,2.0,110.2,57.9
6166,E02003038,31500.0,4.4,69.8,19.2
6167,E02003039,33100.0,5.1,75.5,20.4
6168,E02003040,34400.0,5.2,73.4,30.5
6169,E02003041,44800.0,1.7,55.6,63.9
6170,E02003043,44700.0,2.2,73.4,43.0
6171,E02003044,34600.0,3.4,42.6,21.4
6172,E02003045,43100.0,2.0,115.7,51.9
6173,E02003046,33700.0,3.6,54.5,27.1
6174,E02003047,35600.0,3.5,58.2,48.2
6175,E02003048,41600.0,4.9,81.0,46.7
6176,E02003049,32300.0,4.5,24.6,20.1
6177,E02003050,33700.0,4.2,65.7,36.7
6178,E02003051,34400.0,4.4,74.6,39.9
6179,E02003052,37800.0,3.3,39.3,32.8
6180,E02003053,35500.0,3.6,57.4,33.1
6181,E02003054,34200.0,3.5,26.9,26.3
6182,E02003055,29100.0,6.0,59.3,12.5
6183,E02003056,28600.0,6.4,42.0,9.4
6184,E02003057,31700.0,3.7,24.8,14.8
6185,E02003058,29700.0,3.8,34.4,13.5
6186,E02003059,28300.0,5.5,37.6,12.4
6187,E02003060,29300.0,3.9,35.3,14.6
6188,E02003061,28200.0,6.3,51.9,9.6
6189,E02003062,25700.0,7.1,46.6,7.5
6190,E02003063,31100.0,2.8,40.7,15.5
6191,E02003064,27400.0,8.4,34.2,5.8
6192,E02006887,30800.0,6.2,48.4,36.1
6193,E02006888,30200.0,9.7,97.1,24.6
6194,E02006889,25600.0,9.6,51.4,15.9
6195,E02006890,31300.0,7.3,89.1,34.1
6196,E02003931,26400.0,3.7,6.1,21.9
6197,E02003932,28400.0,2.6,0.3,22.9
6198,E02003933,25900.0,3.5,0.6,23.7
6199,E02003934,30400.0,3.0,0.4,23.1
6200,E02003935,27600.0,4.0,12.1,19.4
6201,E02003936,29400.0,2.0,0.4,26.9
6202,E02003937,32700.0,2.2,0.4,27.2
6203,E02003938,30700.0,2.7,0.9,24.4
6204,E02003939,29700.0,2.8,19.1,24.1
6205,E02003892,29700.0,2.7,2.7,32.1
6206,E02003940,31900.0,2.3,0.3,28.1
6207,E02003893,29100.0,2.2,0.4,30.4
6208,E02003894,29100.0,3.2,2.4,22.6
6209,E02003941,29300.0,3.9,9.4,21.1
6210,E02003942,25700.0,4.8,17.2,15.0
6211,E02003895,29700.0,3.3,1.3,22.1
6212,E02003896,28200.0,4.4,17.2,21.6
6213,E02003952,27900.0,4.3,2.9,21.2
6214,E02003953,28700.0,3.7,1.1,20.5
6215,E02003954,29400.0,4.3,10.0,25.3
6216,E02003955,27900.0,4.6,34.3,19.9
6217,E02003897,34800.0,2.0,1.4,32.8
6218,E02003898,32600.0,2.6,0.6,35.3
6219,E02003956,27700.0,3.5,1.2,14.5
6220,E02003899,29900.0,3.0,48.4,20.4
6221,E02003900,32500.0,2.9,23.2,28.3
6222,E02003957,29400.0,4.0,1.4,21.4
6223,E02003901,28400.0,2.9,0.4,24.4
6224,E02003902,27900.0,3.2,35.4,19.3
6225,E02003958,28400.0,3.8,2.1,16.8
6226,E02003959,26400.0,3.7,10.4,15.8
6227,E02003905,36100.0,3.1,0.6,28.0
6228,E02003906,29000.0,3.0,1.3,30.9
6229,E02003903,29400.0,3.1,2.1,27.6
6230,E02003960,27500.0,2.3,2.2,28.0
6231,E02003961,32900.0,2.6,13.6,23.5
6232,E02003904,27400.0,3.8,4.2,24.3
6233,E02003962,28400.0,4.1,11.2,22.4
6234,E02003963,23800.0,4.6,36.1,15.7
6235,E02003907,32900.0,2.8,2.3,36.3
6236,E02003964,28900.0,3.2,1.0,27.6
6237,E02003908,33200.0,3.3,23.4,32.3
6238,E02003909,31900.0,3.0,9.2,28.2
6239,E02003910,29600.0,3.1,19.3,37.7
6240,E02003918,31000.0,2.3,3.4,25.2
6241,E02003919,27800.0,4.3,6.8,16.1
6242,E02003911,33300.0,2.2,1.4,37.8
6243,E02003912,31200.0,2.2,0.6,32.6
6244,E02003920,31200.0,2.8,14.4,23.3
6245,E02003921,29900.0,3.3,5.2,24.0
6246,E02003922,28100.0,3.9,7.1,17.8
6247,E02003923,29600.0,4.0,33.5,15.5
6248,E02003924,26900.0,4.0,4.5,19.5
6249,E02003943,27000.0,3.6,7.0,24.7
6250,E02003925,28900.0,4.2,7.1,17.8
6251,E02003913,33100.0,2.5,1.7,36.8
6252,E02003944,26800.0,3.9,7.5,20.1
6253,E02003945,29400.0,2.2,1.7,29.5
6254,E02003926,31700.0,2.5,0.9,30.1
6255,E02003914,31800.0,3.9,24.5,26.5
6256,E02003946,28100.0,3.2,1.5,26.8
6257,E02003915,28800.0,4.8,54.1,22.7
6258,E02003916,35800.0,2.3,32.2,35.6
6259,E02003917,32300.0,2.5,19.8,27.8
6260,E02003947,28600.0,3.3,0.6,28.1
6261,E02003927,28200.0,2.1,1.5,29.3
6262,E02003948,29100.0,4.2,16.1,20.1
6263,E02003949,24200.0,4.8,65.3,27.2
6264,E02003950,25900.0,3.1,0.9,29.5
6265,E02003951,29300.0,3.1,8.8,28.5
6266,E02003928,32300.0,2.9,8.3,24.7
6267,E02003929,30800.0,2.6,1.5,27.3
6268,E02003930,26400.0,2.2,0.6,26.5
6269,E02006781,34000.0,1.1,1.4,33.0
6270,E02003065,35300.0,3.0,38.1,35.4
6271,E02003066,38500.0,1.8,23.8,39.1
6272,E02003067,32900.0,2.4,22.8,32.4
6273,E02003068,33100.0,2.7,3.5,35.3
6274,E02003069,33000.0,1.9,8.2,39.2
6275,E02003070,35800.0,2.0,2.2,43.1
6276,E02003071,29100.0,2.6,41.8,27.0
6277,E02003072,31300.0,2.0,9.6,26.2
6278,E02003073,39900.0,1.8,25.8,36.2
6279,E02003074,31300.0,2.4,19.1,22.8
6280,E02003075,40500.0,1.6,2.2,41.6
6281,E02003076,34500.0,2.2,2.6,32.5
6282,E02003077,41900.0,2.7,1.2,34.1
6283,E02003078,36100.0,2.3,1.9,30.9
6284,E02003079,31100.0,3.1,48.1,21.6
6285,E02003080,26500.0,3.5,42.5,16.5
6286,E02003081,31900.0,2.7,34.6,22.7
6287,E02003082,25100.0,4.3,29.3,25.7
6288,E02003084,25300.0,6.2,52.2,17.9
6289,E02003085,28000.0,5.9,40.1,11.3
6290,E02003086,27200.0,4.4,32.6,24.7
6291,E02003087,33600.0,2.4,3.1,24.6
6292,E02003088,37800.0,2.0,2.2,36.9
6293,E02003089,29600.0,4.2,18.2,20.7
6294,E02006845,34400.0,3.0,7.5,21.9
6295,E02006846,36900.0,4.4,22.2,23.3
6296,E02003122,32000.0,2.5,19.6,26.7
6297,E02003123,30400.0,4.6,31.1,15.1
6298,E02003124,29600.0,5.1,28.7,15.4
6299,E02003125,28600.0,5.3,18.6,13.4
6300,E02003126,28600.0,2.9,15.0,16.0
6301,E02003127,27900.0,5.1,39.6,11.6
6302,E02003128,28500.0,4.9,42.4,14.9
6303,E02003129,28700.0,3.0,28.4,23.5
6304,E02003130,29400.0,5.4,56.2,12.9
6305,E02003131,28600.0,3.7,27.2,13.4
6306,E02003132,32400.0,3.5,48.1,20.7
6307,E02003133,33300.0,3.3,40.8,19.5
6308,E02003134,29700.0,6.2,35.7,11.2
6309,E02003135,29600.0,6.7,30.1,13.4
6310,E02003136,28800.0,2.3,18.5,22.9
6311,E02003137,34700.0,2.5,40.2,37.5
6312,E02003138,37100.0,3.0,55.1,37.7
6313,E02003139,39600.0,2.1,50.2,23.8
6314,E02003140,35000.0,2.1,20.8,26.0
6315,E02003141,31200.0,6.2,97.5,23.3
6316,E02003142,30400.0,5.0,38.8,16.6
6317,E02003143,29600.0,2.9,39.0,21.2
6318,E02003144,29000.0,3.1,98.5,26.6
6319,E02003145,29300.0,4.5,56.9,27.4
6320,E02003146,31800.0,3.7,108.0,28.5
6321,E02003147,26100.0,9.0,44.6,13.1
6322,E02003148,23100.0,4.5,69.8,20.5
6323,E02003149,28400.0,5.1,49.5,22.1
6324,E02003150,29800.0,7.3,54.3,27.1
6325,E02003151,32300.0,2.0,16.1,25.9
6326,E02003152,33000.0,3.0,13.1,26.6
6327,E02003153,31800.0,2.8,31.4,24.0
6328,E02003194,37400.0,1.7,4.3,32.6
6329,E02003195,32700.0,3.3,17.8,19.4
6330,E02003196,38400.0,1.9,16.6,34.0
6331,E02003197,29500.0,3.1,21.2,23.4
6332,E02003198,32300.0,3.0,38.5,16.0
6333,E02003199,31000.0,2.7,24.9,19.2
6334,E02003200,28000.0,4.2,38.5,14.8
6335,E02003201,31300.0,4.3,44.3,17.0
6336,E02003202,30300.0,2.9,25.1,27.4
6337,E02003203,31800.0,3.4,56.8,22.7
6338,E02003204,31500.0,2.7,38.8,24.5
6339,E02003205,33500.0,2.7,38.7,20.7
6340,E02003206,35500.0,3.0,40.0,39.7
6341,E02003207,28400.0,4.7,22.0,16.5
6342,E02003208,27900.0,4.6,41.2,27.1
6343,E02003209,31500.0,4.1,30.4,18.4
6344,E02003210,34200.0,2.4,30.9,39.4
6345,E02003211,32600.0,2.3,17.3,37.7
6346,E02003090,38600.0,2.2,3.6,35.5
6347,E02003091,37400.0,2.8,4.8,32.0
6348,E02003092,37900.0,2.3,1.4,31.2
6349,E02003093,40900.0,1.7,0.9,40.6
6350,E02003094,38300.0,2.9,2.0,31.5
6351,E02003095,40200.0,2.1,14.5,24.4
6352,E02003096,33000.0,3.6,50.5,20.1
6353,E02003097,35800.0,2.0,12.7,28.7
6354,E02003098,47600.0,2.5,36.8,38.5
6355,E02003099,32500.0,2.6,38.3,15.4
6356,E02003100,34400.0,3.6,31.3,16.6
6357,E02003101,47100.0,2.9,64.3,38.7
6358,E02003102,40600.0,1.9,8.3,30.7
6359,E02003103,36500.0,2.7,53.5,16.3
6360,E02003104,35300.0,2.9,42.2,26.1
6361,E02003105,32400.0,2.3,8.5,29.3
